"","log2FoldChange","padj"
"FBgn0266417",0.735597513028949,4.254201889146e-06
"FBgn0266577",-2.63763813646624,0.000856691327239937
"FBgn0266643",1.21943663653184,0.00408322858696926
"FBgn0266651",-1.79833463528919,0.00298687055319981
"FBgn0266778",0.954432916255539,0.000479542588205144
"FBgn0266801",-0.785621090304436,3.15082767223761e-12
"FBgn0266818",-3.16896026725565,5.63951977358538e-20
"FBgn0266869",-2.11783767860427,5.14745473358801e-06
"FBgn0266951",1.85588037547178,0.00107706987941064
"FBgn0266973",3.23219390532733,1.54879093725198e-12
"FBgn0267070",-1.88517454458117,0.000598854050614656
"FBgn0267111",-0.969405235416264,8.51568159413814e-07
"FBgn0267177",-1.57848913744538,0.00297089493567237
"FBgn0267270",3.48862291216865,0.000481678578033439
"FBgn0267280",-1.49069685622373,0.00291973379553984
"FBgn0267281",1.57296043114483,5.68589256442637e-08
"FBgn0267284",1.40246904685762,0.00200435960000648
"FBgn0267631",0.766322410877454,0.00212122151487463
"FBgn0267633",-2.44082218749824,9.56526039994998e-06
"FBgn0267734",-2.45251605365328,0.00533598702459372
"FBgn0267772",-4.67029825978988,7.36976702373698e-05
"FBgn0267824",-0.658155412985118,5.44871286270998e-10
"FBgn0267986",1.09421374884786,0.000544809739640732
"FBgn0283437",-2.98643440034796,0.000144790644331961
"FBgn0283531",-0.582883427444978,0.000550650369132986
"FBgn0283545",1.80252526805193,7.97608026018734e-28
"FBgn0284252",0.697414060989804,4.73777202509952e-08
"FBgn0286723",0.789859449529044,0.00470475726607205
"FBgn0286782",-0.599867881327491,0.00606492143548005
"FBgn0287182",0.665626678808458,1.07892449656628e-05
"FBgn0287184",-2.3163037489082,3.06724702584052e-20
"FBgn0287620",-0.719631636592327,4.41778022977735e-10
"FBgn0287831",0.87614657825489,0.000108864989012221
"FBgn0287844",-0.98331835326354,1.7682726063789e-08
"FBgn0288700",2.09129822255447,0.000156441660301974
"FBgn0035216",0.90997345327104,3.06700251782906e-05
"FBgn0035217",1.33065520419877,0.00294994014237637
"FBgn0043865",1.98492882481264,0.00304058701293806
"FBgn0035218",1.49327537309447,6.58189493813296e-06
"FBgn0035263",-1.84423230812715,9.61117692852098e-35
"FBgn0027594",-1.06802411736242,2.69738172460516e-09
"FBgn0035312",-1.3552815900497,2.7883180479342e-15
"FBgn0035348",-0.774881422425033,1.9366511468568e-11
"FBgn0035379",3.16816996937038,2.08560012062433e-06
"FBgn0035445",-1.10648093580324,3.46623861649297e-16
"FBgn0005640",-0.62437609523816,5.6018775371129e-11
"FBgn0035452",1.72650653796958,4.46837628270772e-21
"FBgn0001254",-1.7494473316142,4.12530373153134e-10
"FBgn0035449",-0.611161626258588,0.000172897416632958
"FBgn0026259",-0.930552520771512,1.45712737365741e-25
"FBgn0014388",-0.86796587555573,4.68718658768393e-23
"FBgn0035539",0.595246098877382,0.000877077409380707
"FBgn0035543",1.96911230484154,0.00594906268664928
"FBgn0035578",2.17127516417604,2.31303819159138e-59
"FBgn0040850",-0.941069300798071,0.00356349119554034
"FBgn0001145",-0.807156379273256,0.00101688405397546
"FBgn0030300",-0.602261731498606,4.07772783059614e-07
"FBgn0001083",-1.82684310996359,0.00753812285225557
"FBgn0030340",-1.58188408088799,0.000893617873973005
"FBgn0030373",0.979792508204647,1.6158789283751e-05
"FBgn0052647",0.853981268960539,7.71141875265491e-16
"FBgn0052636",0.929483548206929,8.54409866632115e-09
"FBgn0030510",1.12212066277044,2.33626162519233e-19
"FBgn0011976",-0.608798182032125,0.000140873382830657
"FBgn0011974",-2.77256825804624,0.00633388552086944
"FBgn0011981",1.94239683607575,1.08286192715339e-05
"FBgn0011983",-1.03042822953058,3.26418091458554e-14
"FBgn0011953",-0.666348698978788,3.95419608563033e-07
"FBgn0011977",-0.643781241361872,3.94059869713207e-06
"FBgn0011980",-0.584372156867271,2.09055286637367e-05
"FBgn0030617",-0.951065026358692,0.000192598920542059
"FBgn0010412",-0.967782033712077,4.74689800342509e-13
"FBgn0030839",1.73266901504262,1.60344907591118e-09
"FBgn0010383",-1.89844192120079,3.37160278460734e-05
"FBgn0030927",-1.35683048559551,0.00241564935445188
"FBgn0030964",-0.679748969048138,1.46855733819545e-05
"FBgn0031012",0.922131512433599,1.9367286842441e-05
"FBgn0031018",-0.928671147797633,0.00943993863122434
"FBgn0052533",-0.840934721873225,2.38423192328984e-06
"FBgn0036857",-1.61785599858527,1.84742557839872e-43
"FBgn0036839",-1.35779144601529,1.63155217404013e-09
"FBgn0003997",-0.790469026316625,1.42737224467188e-10
"FBgn0036765",-0.815760828747789,4.44058396714219e-18
"FBgn0036766",-1.51802442112909,0.00539639360159115
"FBgn0052190",0.585839218575769,0.000198282214724752
"FBgn0036697",0.592492563471517,8.34370907951548e-07
"FBgn0036698",1.68448123098752,0.00364843034126191
"FBgn0036620",1.48925736551762,0.000308950405504372
"FBgn0003388",0.651522308765593,0.000939832966634062
"FBgn0036411",-2.59423608480082,1.01556771996349e-06
"FBgn0029167",-1.29402926554798,9.67684718554596e-07
"FBgn0036391",-1.52677248793372,1.99075995007046e-11
"FBgn0052129",-1.34994456328505,0.000250520609156209
"FBgn0036323",1.24787481981173,2.56646162926847e-06
"FBgn0036324",0.683791298443817,0.00630623756752444
"FBgn0052100",0.600205126337282,0.000435192608319458
"FBgn0036271",0.67596127201763,5.45784030925245e-06
"FBgn0022709",0.851056497612204,4.50704025562933e-12
"FBgn0036260",4.15963789860237,1.03871224341032e-09
"FBgn0028573",-5.25110019567732,1.82967926960173e-59
"FBgn0052091",-0.944679591190323,4.28210500554869e-17
"FBgn0052085",0.856633872272259,0.00130499111351045
"FBgn0036126",1.2259629790683,2.94825959921577e-05
"FBgn0036043",-0.634210158063959,2.37865171031122e-11
"FBgn0036007",-0.593016493080337,3.3199234352751e-09
"FBgn0023129",-0.789494356079616,2.50382383676908e-05
"FBgn0035968",0.792696022604593,1.33186962361549e-05
"FBgn0035923",0.617953961387141,0.00107335007504354
"FBgn0052026",-1.11340999096708,0.000415268825964524
"FBgn0001253",-0.869535619815349,0.00457805782790318
"FBgn0035903",0.639436278143417,0.0056952178875732
"FBgn0052354",-1.32384189728995,1.15341117140944e-13
"FBgn0052359",-0.683994123836719,6.23368341643616e-05
"FBgn0052368",0.882119823566491,3.48763695695792e-12
"FBgn0035699",1.09812976143927,2.89989998794562e-06
"FBgn0001258",0.802295772081186,7.86223784279603e-06
"FBgn0035656",-0.781853205564792,7.42122137534502e-11
"FBgn0035626",-1.21807487158492,1.32471808397807e-18
"FBgn0035608",3.73344159440859,2.85666066272231e-177
"FBgn0052518",-1.04136026377959,4.87234727916925e-15
"FBgn0031157",2.88966508256497,6.89575848835666e-06
"FBgn0031620",0.586751868927804,0.000180443958607718
"FBgn0028482",-1.31649549730648,1.57965146232932e-15
"FBgn0051963",-0.701412275740661,1.58936573024389e-07
"FBgn0014033",-1.69780012397349,3.04630370613231e-05
"FBgn0031561",-1.24708046611417,0.00448677504480935
"FBgn0031513",5.80031942068782,6.59836698883819e-17
"FBgn0031516",-0.698270883962533,1.04120195600503e-09
"FBgn0031505",0.616488462235159,3.2761185326407e-06
"FBgn0031484",0.584592232554225,0.000275597688197402
"FBgn0025109",0.673898117423679,0.00129624292611868
"FBgn0031490",1.37332034074225,2.09583147130562e-22
"FBgn0031492",0.583298397231723,9.11861143987821e-05
"FBgn0031498",0.626039561734007,7.30043006825178e-05
"FBgn0031497",0.788334705267588,2.18866792893159e-09
"FBgn0031496",0.614100990340837,0.000815994112612747
"FBgn0031491",0.886923198864529,3.67568401228249e-10
"FBgn0031489",1.16028229372688,5.24880712618296e-13
"FBgn0031483",0.920243707521109,3.37010512199798e-19
"FBgn0031473",0.843694383626736,4.39247441762014e-08
"FBgn0031449",-0.61932206836812,9.67209907552695e-09
"FBgn0031461",-0.950922462769914,9.09450668349267e-23
"FBgn0031457",-0.59159829504747,1.14111653881151e-06
"FBgn0051944",-0.746075310546349,2.80315195959362e-08
"FBgn0051669",-0.719069327923406,1.63357455610083e-07
"FBgn0051940",-0.596794454462147,5.26125612356163e-05
"FBgn0051939",-0.78845262837354,9.95084559199212e-05
"FBgn0031307",0.722141179450149,4.254201889146e-06
"FBgn0051658",0.950511746104737,0.000470650748891275
"FBgn0002563",-1.23740417051287,0.000252316156129887
