,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0002579,692.101349961761,772.865377131239,693.49642552433,706.622836765233
FBgn0026879,124.858097349245,160.480326716423,158.200762781016,174.776393136082
FBgn0029529,97.949024644666,129.959528383852,108.452095239816,144.707336252455
FBgn0025633,705.017704859958,899.871279870003,632.803051124066,882.338887928928
FBgn0040892,7.534540357282,15.7526701071335,4.97486675412001,5.63794816568005
FBgn0040341,11.8399919900146,22.6444632790045,9.94973350824003,10.3362383037468
FBgn0029539,13.9927178063809,19.6908376339169,10.944706859064,18.7931605522668
FBgn0040339,148.538081329274,163.43395236151,157.205789430192,155.043574556201
FBgn0052815,206.661678371163,235.305509725307,190.039910007385,184.172973412215
FBgn0040340,548.945083173403,691.148400950484,671.607011806202,669.976173688313
FBgn0040347,321.83250954676,377.079540689509,346.250726086753,397.475345680444
FBgn0042146,2.15272581636629,0,0,0
FBgn0029552,0,0.984541881695846,3.97989340329601,0.939658027613342
FBgn0040337,132.392637706527,192.970208812386,158.200762781016,211.423056213002
FBgn0040398,1947.1405009033,2413.11215203652,1993.9265950513,2438.41258165662
FBgn0040365,1.07636290818314,0.984541881695846,1.98994670164801,2.81897408284003
FBgn0040397,792.203100422793,817.169761807552,654.692464842194,875.761281735635
FBgn0026143,291.694348117632,334.744239776588,301.476925299673,351.43210232739
FBgn0040351,8.61090326546514,11.8145025803502,0.994973350824003,6.57760619329339
FBgn0040338,3.22908872454943,16.7372119888294,1.98994670164801,14.0948704142001
FBgn0040350,16.1454436227471,15.7526701071335,17.9095203148321,7.51726422090674
FBgn0040349,12.9163548981977,7.87633505356677,5.96984010494402,7.51726422090674
FBgn0040348,179.752605666585,275.671726874837,191.034883358209,239.612797041402
FBgn0040346,255.098009239405,344.589658593546,279.587511581545,321.363045443763
FBgn0040342,135.621726431076,133.897695910635,170.140442990904,127.793491755414
FBgn0040345,133.46900061471,134.882237792331,136.311349062888,124.974517672574
FBgn0040343,9.68726617364828,11.8145025803502,4.97486675412001,7.51726422090674
FBgn0052814,2.15272581636629,2.95362564508754,3.97989340329601,8.45692224852008
FBgn0040364,121.629008624695,159.495784834727,108.452095239816,164.440154832335
FBgn0040362,7.534540357282,6.89179317187092,5.96984010494402,5.63794816568005
FBgn0040361,8.61090326546514,9.84541881695846,11.939680209888,2.81897408284003
FBgn0040360,11.8399919900146,9.84541881695846,11.939680209888,8.45692224852008
